DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD;PITCH_TRM
XX/06/21;09:16:36;APPROACH;AIR;AIR;AIR;8012;8012.00;1013.0;4788;2629;16.25;-15.936.955;-48.114.040;204;182;155;153.47;0.318;-1173;0.98;-0.00;-0.02;32;88.95;22;-5.8;49496;5;2.46;3.9;-0.0;7.91;0.00;31.9;31.0;73.3;73.9;519;565;0;0;3368.23;1671.39;1696.83;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.75;1.19;1.52;-0.06;6.29
XX/06/21;09:16:37;APPROACH;AIR;AIR;AIR;7992;7992.00;1013.0;4768;2629;16.00;-15.936.131;-48.113.750;203;181;155;153.47;0.316;-1182;0.97;0.00;-0.02;32;89.30;22;-5.8;49496;5;2.11;3.9;-0.0;8.09;0.00;31.9;31.0;73.1;73.9;519;564;0;0;3368.46;1671.51;1696.95;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.75;1.02;1.52;0.00;6.29
XX/06/21;09:16:38;APPROACH;AIR;AIR;AIR;7972;7972.00;1013.0;4748;2629;15.25;-15.935.311;-48.113.457;202;180;155;153.47;0.315;-1188;1.00;0.01;-0.01;32;89.65;21;-5.6;49496;5;2.11;3.9;-0.0;8.44;0.00;31.9;31.0;73.1;73.9;518;564;0;0;3368.70;1671.63;1697.07;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.65;1.02;1.07;0.13;6.32
XX/06/21;09:16:39;APPROACH;AIR;AIR;AIR;7952;7952.00;1013.0;4728;2629;14.75;-15.934.219;-48.113.171;202;180;155;153.47;0.315;-1192;0.99;-0.01;-0.01;32;90.00;21;-5.3;49496;5;2.11;3.7;-0.1;8.44;0.00;31.9;30.9;73.1;73.8;517;562;0;0;3368.93;1671.75;1697.19;424.56;420.93;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.65;0.06;1.07;-0.13;6.32
XX/06/21;09:16:40;APPROACH;AIR;AIR;AIR;7932;7932.00;1013.0;4708;2629;14.75;-15.933.393;-48.112.881;201;180;155;153.47;0.314;-1195;0.99;-0.01;-0.01;32;90.00;20;-5.3;49496;5;1.41;3.7;-0.0;8.62;0.00;31.9;30.9;73.0;73.8;517;563;0;0;3369.17;1671.87;1697.30;424.56;424.56;7520.0;22;AP ENGAGED;AT ENGAGED;0;0;-;-3.25;-2.30;0.06;2.09;-0.44;6.29
XX/06/21;09:16:41;APPROACH;AIR;AIR;AIR;7912;7912.00;1013.0;4688;2629;14.75;-15.932.569;-48.112.595;200;179;155;153.47;0.313;-1196;1.00;-0.00;-0.01;32;90.35;20;-5.5;49496;5;1.05;3.7;-0.0;8.62;0.00;31.9;30.9;73.0;73.8;517;562;0;0;3369.41;1671.98;1697.42;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-2.30;1.02;2.09;-0.32;6.29
XX/06/21;09:16:42;APPROACH;AIR;AIR;AIR;7892;7892.00;1013.0;4668;2629;14.50;-15.931.479;-48.112.305;199;179;155;153.47;0.312;-1198;1.00;-0.00;-0.01;32;90.70;20;-5.5;49496;5;1.76;3.7;-0.0;8.79;0.00;31.8;30.9;73.0;73.6;517;562;0;0;3369.64;1672.10;1697.54;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.15;-2.75;1.02;0.79;-0.13;6.32
XX/06/21;09:16:43;APPROACH;AIR;AIR;AIR;7872;7872.00;1013.0;4648;2629;14.25;-15.930.652;-48.112.019;199;178;155;153.47;0.310;-1198;1.00;0.00;-0.01;33;91.05;20;-5.5;49496;5;2.11;3.7;-0.0;8.62;0.00;31.8;30.9;72.9;73.6;516;562;0;0;3369.88;1672.22;1697.66;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-2.75;1.76;0.79;-0.06;6.53
XX/06/21;09:16:44;APPROACH;AIR;AIR;AIR;7848;7848.00;1013.0;4624;2629;14.00;-15.929.828;-48.111.427;198;178;155;153.47;0.310;-1239;0.98;0.01;-0.02;33;91.05;20;-5.4;49496;5;2.11;3.5;-0.1;8.27;0.00;31.8;30.9;72.9;73.6;516;562;0;0;3370.11;1672.34;1697.78;424.56;424.56;7520.0;22;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-3.15;1.76;0.33;-0.06;6.56
XX/06/21;09:16:45;APPROACH;AIR;AIR;AIR;7828;7828.00;1013.0;4604;2629;13.75;-15.928.741;-48.110.832;197;177;155;153.47;0.308;-1265;0.96;0.00;-0.02;33;91.05;19;-5.3;49496;5;1.76;3.2;-0.2;8.27;0.00;31.8;30.9;72.9;73.6;516;562;0;0;3370.35;1672.46;1697.89;424.56;428.19;7520.0;22;AP ENGAGED;AT ENGAGED;0;0;-;-4.14;-3.15;1.59;0.33;0.00;6.53
XX/06/21;09:16:46;APPROACH;AIR;AIR;AIR;7804;7804.00;1013.0;4580;2629;13.75;-15.927.912;-48.110.245;197;176;155;153.47;0.307;-1283;0.95;-0.00;-0.02;33;91.41;19;-5.3;49496;5;1.41;3.0;-0.2;7.91;0.00;31.8;30.9;72.9;73.6;516;562;0;0;3370.59;1672.57;1698.01;424.56;428.19;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-4.14;-3.30;1.59;1.07;-0.06;6.53
XX/06/21;09:16:47;APPROACH;AIR;AIR;AIR;7776;7776.00;1013.0;4552;2629;13.50;-15.927.086;-48.109.646;196;176;155;153.47;0.307;-1375;0.97;-0.00;-0.02;33;91.76;19;-5.2;49496;5;0.70;2.6;-0.2;7.91;0.00;31.8;30.9;72.9;73.5;516;562;0;0;3370.82;1672.69;1698.13;424.56;428.19;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-3.30;1.13;1.07;-0.13;6.53
XX/06/21;09:16:48;APPROACH;AIR;AIR;AIR;7752;7752.00;1013.0;4528;2629;13.25;-15.926.001;-48.109.978;195;176;155;145.04;0.306;-1436;0.98;0.00;-0.02;33;91.41;19;-5.2;49496;10;0.70;2.3;-0.3;7.74;0.00;31.8;30.9;72.9;73.5;516;564;0;0;3371.06;1672.81;1698.25;428.19;431.82;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.65;-2.70;1.13;0.79;-0.06;6.53
XX/06/21;09:16:49;APPROACH;AIR;AIR;AIR;7728;7728.00;1013.0;4504;2629;13.25;-15.925.171;-48.110.310;195;175;155;145.04;0.305;-1437;0.98;-0.00;-0.03;33;91.41;18;-5.0;49496;10;1.05;2.6;0.2;8.27;0.00;31.8;30.9;72.8;73.5;516;564;0;0;3371.30;1672.93;1698.37;424.56;428.19;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-2.70;1.36;0.79;-0.06;6.53
XX/06/21;09:16:50;APPROACH;AIR;AIR;AIR;7704;7704.00;1013.0;4480;2629;13.25;-15.924.344;-48.110.641;194;176;155;145.04;0.305;-1438;1.01;-0.00;-0.02;33;91.05;18;-4.9;49496;10;0.70;2.8;0.1;8.44;0.00;31.6;30.9;72.8;73.5;516;562;0;0;3371.54;1673.05;1698.49;424.56;428.19;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-2.95;1.36;1.52;-0.13;6.53
XX/06/21;09:16:51;APPROACH;AIR;AIR;AIR;7680;7680.00;1013.0;4456;2629;13.50;-15.923.260;-48.110.977;194;175;155;145.04;0.304;-1439;1.01;0.00;-0.02;33;90.35;18;-5.0;49496;10;0.35;3.0;0.1;8.44;0.00;31.6;30.8;72.8;73.5;516;562;0;0;3371.77;1673.16;1698.61;428.19;428.19;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.95;1.25;1.52;-0.13;6.53
XX/06/21;09:16:52;APPROACH;AIR;AIR;AIR;7656;7656.00;1013.0;4432;2629;13.50;-15.922.430;-48.111.309;193;176;155;145.04;0.305;-1439;0.95;0.00;-0.03;33;89.65;18;-4.9;49496;10;0.70;3.0;0.0;8.27;0.00;31.6;30.8;72.8;73.5;515;562;0;0;3372.01;1673.28;1698.73;428.19;428.19;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.55;-2.95;1.25;1.86;-0.19;6.53
XX/06/21;09:16:53;APPROACH;AIR;AIR;AIR;7632;7632.00;1013.0;4408;2629;13.50;-15.921.601;-48.111.027;192;175;155;145.04;0.303;-1439;1.06;-0.00;-0.01;33;87.89;18;-5.0;49496;10;0.00;3.2;0.1;9.15;0.00;31.6;30.8;72.8;73.5;515;561;0;0;3372.25;1673.40;1698.85;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.95;0.28;1.86;-0.13;6.53
XX/06/21;09:16:54;APPROACH;AIR;AIR;AIR;7608;7608.00;1013.0;4384;2629;13.50;-15.920.519;-48.110.744;192;174;155;145.01;0.302;-1440;1.01;-0.00;-0.02;33;87.54;18;-5.1;49478;10;-0.35;3.2;0.0;8.44;0.00;31.6;30.8;72.8;73.4;514;561;0;0;3372.48;1673.52;1698.96;424.56;424.56;7520.0;23;AP ENGAGED;AT ENGAGED;0;0;-;-3.50;-2.55;0.28;1.35;-0.06;6.47
