DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/01/22;14:16:18;DESCENT;AIR;AIR;AIR;8014;8226.00;1013.0;4778;2055;22.75;-15.788.116;-48.239.468;285;251;159;188.17;0.436;-1802;0.99;0.01;-0.02;156;-72.77;0;0.6;52290;0;0.70;-0.63;0.7;6.32;0.1;3.69;3.44;35.4;36.0;74.0;74.9;548;564;IDLE;IDLE;15692.9;7865.05;7827.91;1228.5;1265.0;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.75;2.22;-0.69;616.50;0.70;4.94;1;1;0
XX/01/22;14:16:19;DESCENT;AIR;AIR;AIR;7985;8198.00;1013.0;4749;2055;22.75;-15.789.108;-48.238.617;285;252;159;188.17;0.438;-1791;1.05;0.01;-0.02;156;-180.0;0;0.8;52290;0;0.35;-0.85;1.2;6.32;0.4;4.04;-2.58;35.5;36.0;75.4;74.9;549;565;IDLE;IDLE;15693.6;7865.40;7828.26;1228.5;1265.0;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;2.34;-0.64;-1233.00;0.89;4.94;1;1;0
XX/01/22;14:16:20;DESCENT;AIR;AIR;AIR;7957;8170.00;1013.0;4721;2055;23.00;-15.790.100;-48.237.637;285;252;159;188.17;0.438;-1764;1.06;-0.00;-0.02;156;-72.77;0;1.0;52290;0;0.35;-0.19;1.2;6.26;0.1;3.52;3.44;35.4;36.0;75.0;74.9;548;565;IDLE;IDLE;15694.3;7865.74;7828.61;1234.6;1271.1;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.30;-3.85;2.05;-0.81;-1233.00;0.70;4.97;1;1;0
XX/01/22;14:16:21;DESCENT;AIR;AIR;AIR;7931;8144.00;1013.0;4695;2055;22.75;-15.791.091;-48.236.721;285;252;159;188.17;0.436;-1717;1.00;0.02;-0.02;156;0.00;0;1.1;52290;0;-0.35;1.91;1.2;6.17;0.0;2.99;0.00;35.5;36.0;73.9;74.9;549;565;IDLE;IDLE;15695.0;7866.08;7828.96;1228.5;1265.0;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.20;-4.00;1.34;-1.51;-1233.00;0.63;5.03;1;1;0
XX/01/22;14:16:22;DESCENT;AIR;AIR;AIR;7906;8119.00;1013.0;4670;2055;22.50;-15.792.083;-48.235.870;285;252;159;188.17;0.436;-1655;0.97;0.00;-0.03;156;-72.77;0;1.1;52290;0;-1.05;2.13;1.2;5.96;0.0;3.52;3.44;35.5;36.0;75.6;74.9;548;565;IDLE;IDLE;15695.7;7866.42;7829.31;1234.6;1265.0;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.75;-4.40;1.23;-1.63;-1233.00;0.44;5.03;1;1;0
XX/01/22;14:16:23;DESCENT;AIR;AIR;AIR;7881;8095.00;1013.0;4645;2055;22.75;-15.793.075;-48.234.890;285;252;159;188.17;0.438;-1604;1.03;0.00;-0.02;156;-180.0;0;1.1;52290;0;-1.05;1.18;1.4;6.03;0.1;3.16;-2.58;35.5;36.0;73.6;74.8;548;564;IDLE;IDLE;15696.4;7866.76;7829.67;1228.5;1271.1;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-4.30;1.70;-1.16;-1233.00;0.57;5.03;1;1;0
XX/01/22;14:16:24;DESCENT;AIR;AIR;AIR;7858;8072.00;1013.0;4622;2055;23.00;-15.793.991;-48.233.974;285;252;159;188.17;0.438;-1550;0.97;0.01;-0.03;156;-72.77;0;1.1;52290;0;-0.70;1.18;1.2;5.98;-0.1;2.81;3.44;35.5;36.0;75.5;74.9;548;565;IDLE;IDLE;15697.1;7867.10;7830.02;1228.5;1265.0;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.85;-4.35;1.70;-1.10;-616.50;0.57;5.03;1;1;0
XX/01/22;14:16:25;DESCENT;AIR;AIR;AIR;7834;8047.00;1013.0;4598;2055;23.00;-15.794.982;-48.233.124;285;252;159;188.17;0.436;-1504;0.95;0.01;-0.03;156;0.00;0;1.1;52290;0;-0.70;1.77;1.2;5.98;-0.0;2.99;0.00;35.4;36.0;74.0;74.8;549;565;IDLE;IDLE;15697.8;7867.45;7830.37;1228.5;1265.0;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.80;-4.35;1.40;-1.45;-1233.00;0.57;5.03;1;1;0
XX/01/22;14:16:26;DESCENT;AIR;AIR;AIR;7809;8021.00;1013.0;4573;2055;23.25;-15.795.974;-48.232.143;285;252;159;188.17;0.436;-1493;0.96;0.01;-0.03;156;-72.77;0;1.1;52290;0;-1.05;1.55;1.2;6.07;-0.0;3.16;3.44;35.5;36.0;74.4;74.9;549;565;IDLE;IDLE;15698.5;7867.79;7830.72;1234.6;1271.1;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-3.95;-4.20;1.52;-1.34;616.50;0.63;4.94;1;1;0
XX/01/22;14:16:27;DESCENT;AIR;AIR;AIR;7783;7996.00;1013.0;4547;2055;23.25;-15.796.966;-48.231.228;284;252;159;188.17;0.436;-1505;0.97;0.01;-0.03;156;-180.0;0;1.2;52290;0;-1.05;1.40;1.2;6.13;-0.0;2.99;-2.58;35.5;36.0;75.7;74.9;550;566;IDLE;IDLE;15699.2;7868.13;7831.08;1240.7;1271.1;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.15;-4.05;1.52;-1.34;-1233.00;0.63;4.88;1;1;0
XX/01/22;14:16:28;DESCENT;AIR;AIR;AIR;7757;7969.00;1013.0;4521;2055;23.50;-15.797.958;-48.230.377;284;252;159;188.17;0.436;-1523;0.95;0.01;-0.03;156;-72.77;0;1.2;52290;0;-0.70;1.25;1.2;6.19;-0.0;2.81;3.44;35.4;36.0;73.8;74.9;550;565;IDLE;IDLE;15699.9;7868.47;7831.43;1228.5;1277.2;5025.8;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.20;-3.90;1.58;-1.22;616.50;0.63;4.85;1;1;0
