DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/08/22;14:11:33;DESCENT;AIR;AIR;AIR;8001;8267.00;1013.0;4803;2054;23.50;-16.030.172;-47.965.088;327;275;164;196.46;0.478;-663;0.99;0.00;-0.04;-56;-180.0;0;-0.7;55992;0;0.00;2.13;2.8;6.34;0.0;2.64;-2.58;35.8;36.3;75.5;74.6;547;554;IDLE;IDLE;9467.02;4773.26;4693.76;1240.7;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.80;1.40;-0.58;-1233.00;0.57;4.88;1;1;0
XX/08/22;14:11:34;DESCENT;AIR;AIR;AIR;7990;8255.00;1013.0;4792;2054;23.50;-16.029.790;-47.966.614;326;274;164;196.46;0.476;-652;0.99;0.01;-0.03;-56;-72.77;0;-0.6;55992;0;-0.35;2.87;2.8;6.40;0.0;2.64;0.00;35.8;36.3;75.2;74.6;547;555;IDLE;IDLE;9467.71;4773.60;4694.11;1234.6;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.75;1.05;-0.93;1231.19;0.44;4.88;1;1;0
XX/08/22;14:11:35;DESCENT;AIR;AIR;AIR;7979;8245.00;1013.0;4781;2054;23.50;-16.029.411;-47.968.140;325;274;164;196.46;0.476;-655;0.99;0.01;-0.03;-56;0.00;0;-0.7;55992;0;-0.70;3.83;2.8;6.45;0.0;2.64;0.00;35.8;36.3;74.5;74.8;547;555;IDLE;IDLE;9468.40;4773.95;4694.45;1240.7;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.65;0.70;-1.28;-1233.00;0.38;4.88;1;1;0
XX/08/22;14:11:36;DESCENT;AIR;AIR;AIR;7969;8236.00;1013.0;4771;2054;23.50;-16.029.029;-47.969.666;324;273;164;196.46;0.474;-647;0.99;-0.00;-0.03;-56;-72.77;0;-0.9;55992;0;-1.05;2.65;2.8;6.47;0.0;2.46;0.00;35.6;36.3;73.8;74.6;548;555;IDLE;IDLE;9469.09;4774.29;4694.80;1240.7;1240.7;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.55;1.17;-0.81;616.50;0.70;4.88;1;1;0
XX/08/22;14:11:37;DESCENT;AIR;AIR;AIR;7960;8226.00;1013.0;4762;2054;23.50;-16.028.558;-47.971.191;323;272;164;196.46;0.474;-621;0.99;0.00;-0.03;-56;-180.0;0;-0.9;55992;0;-0.70;2.80;2.8;6.40;0.0;2.64;-2.58;35.6;36.3;73.8;74.6;548;555;IDLE;IDLE;9469.78;4774.64;4695.15;1240.7;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.75;1.17;-0.81;-1233.00;0.63;4.88;1;1;0
XX/08/22;14:11:38;DESCENT;AIR;AIR;AIR;7950;8216.00;1013.0;4752;2054;23.50;-16.028.266;-47.972.717;323;271;164;196.46;0.470;-604;0.99;0.00;-0.03;-56;-72.77;0;-1.0;55992;0;-0.35;2.94;3.0;6.38;0.1;2.81;0.00;35.6;36.3;75.1;74.8;548;555;IDLE;IDLE;9470.47;4774.98;4695.49;1234.6;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;1.05;-0.93;616.50;0.57;4.94;1;1;0
XX/08/22;14:11:39;DESCENT;AIR;AIR;AIR;7940;8206.00;1013.0;4742;2054;23.25;-16.027.797;-47.974.243;322;271;164;196.46;0.470;-603;0.99;0.01;-0.03;-55;0.00;0;-1.1;55992;0;-0.35;2.72;2.8;6.36;-0.2;2.64;0.00;35.6;36.3;75.6;74.6;549;555;IDLE;IDLE;9471.16;4775.33;4695.84;1246.8;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.11;-0.81;-1233.00;0.63;4.97;1;1;0
XX/08/22;14:11:40;DESCENT;AIR;AIR;AIR;7931;8197.00;1013.0;4733;2054;23.25;-16.027.504;-47.975.769;321;270;164;196.46;0.468;-592;0.98;0.00;-0.03;-55;-72.77;0;-1.1;55992;0;-0.35;3.09;3.0;6.32;0.2;2.81;0.00;35.6;36.3;75.6;74.6;549;555;IDLE;IDLE;9471.85;4775.67;4696.18;1240.7;1240.7;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.35;-3.80;0.94;-1.04;616.50;0.63;5.00;1;1;0
XX/08/22;14:11:41;DESCENT;AIR;AIR;AIR;7920;8186.00;1013.0;4722;2054;23.25;-16.027.122;-47.977.295;320;267;164;196.46;0.464;-595;0.99;-0.00;-0.03;-55;-180.0;0;-1.2;55992;0;-0.70;3.09;3.0;6.34;0.0;2.64;-2.58;35.6;36.1;75.4;74.6;549;556;IDLE;IDLE;9472.54;4776.02;4696.53;1246.8;1240.7;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;0.94;-0.99;-1233.00;0.57;4.97;1;1;0
XX/08/22;14:11:42;DESCENT;AIR;AIR;AIR;7911;8177.00;1013.0;4713;2054;23.00;-16.026.742;-47.978.668;319;266;164;196.46;0.462;-596;0.96;0.01;-0.03;-55;-72.77;0;-1.5;55992;0;-0.35;2.87;3.0;6.34;0.0;2.99;0.00;35.6;36.1;74.2;74.6;549;555;IDLE;IDLE;9473.23;4776.36;4696.87;1240.7;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.05;-0.87;-1233.00;0.63;5.00;1;1;0
XX/08/22;14:11:43;DESCENT;AIR;AIR;AIR;7901;8166.00;1013.0;4703;2054;22.75;-16.026.361;-47.980.042;318;266;164;196.46;0.460;-588;0.96;0.02;-0.03;-55;0.00;0;-1.6;55992;0;-0.35;2.28;3.0;6.34;0.0;2.81;0.00;35.5;36.1;74.3;74.6;550;557;IDLE;IDLE;9473.93;4776.71;4697.22;1240.7;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.80;1.29;-0.64;-1233.00;0.76;5.00;1;1;0
XX/08/22;14:11:44;DESCENT;AIR;AIR;AIR;7890;8156.00;1013.0;4692;2054;22.75;-16.025.980;-47.981.415;318;265;164;196.46;0.460;-602;0.97;0.01;-0.03;-55;-72.77;0;-1.6;55992;0;0.00;2.43;3.0;6.38;0.0;3.16;0.00;35.5;36.1;73.7;74.6;550;556;IDLE;IDLE;9474.62;4777.05;4697.57;1240.7;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.75;1.23;-0.69;616.50;0.63;5.00;1;1;0
XX/08/22;14:11:45;DESCENT;AIR;AIR;AIR;7880;8146.00;1013.0;4682;2054;22.50;-16.025.598;-47.982.941;317;266;164;196.46;0.462;-611;0.99;0.01;-0.03;-55;-180.0;0;-1.7;55992;0;0.00;2.06;2.8;6.42;-0.2;2.64;-2.58;35.5;36.1;74.3;74.6;550;557;IDLE;IDLE;9475.31;4777.40;4697.91;1246.8;1246.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.65;1.40;-0.52;-1233.00;0.76;4.97;1;1;0
XX/08/22;14:11:46;DESCENT;AIR;AIR;AIR;7870;8135.00;1013.0;4672;2054;22.50;-16.025.133;-47.984.467;316;265;164;196.46;0.460;-607;0.95;0.00;-0.03;-55;-72.77;0;-1.6;55992;0;0.00;2.06;2.8;6.40;-0.0;3.16;0.00;35.5;36.1;75.2;74.6;550;557;IDLE;IDLE;9476.00;4777.74;4698.26;1240.7;1252.8;3556.2;51;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.75;1.52;-0.46;-1233.00;0.70;5.00;1;1;0
