DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;ROLL_CPT;PITCH;PITCH_CPT;PITCHRATE;AOAL;LOCDEV;N11;N12;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;SPDBRAKE;AP_EGD;AT;GPWS;GPWSM;TCAS;ELEVL;ELEVR;AILL;AILR;RUDD_PDL_FORCE;RUDD;PITCH_TRM;VHF_KEYING_L;VHF_KEYING_R;AP_OFF
XX/03/22;11:39:09;DESCENT;AIR;AIR;AIR;8016;8227.00;1013.0;4786;2054;19.00;-15.865.325;-48.148.872;228;198;163;163.50;0.344;-1552;0.98;0.02;0.01;152;-72.77;0;1.7;55121;5;-9.84;-9.54;2.8;6.99;-0.1;7.03;2.17;34.8;35.2;75.4;74.4;571;580;IDLE;IDLE;16576.2;8304.83;8271.46;1240.7;1271.1;5316.1;22;AP ENGAGED;AT ENGAGED;0;0;-;-5.24;-2.71;4.79;1.34;616.50;0.57;5.61;1;1;0
XX/03/22;11:39:10;APPROACH;AIR;AIR;AIR;7991;8202.00;1013.0;4761;2054;19.00;-15.866.012;-48.147.991;228;198;163;163.50;0.344;-1535;1.02;0.00;0.01;151;-180.0;0;2.1;55121;5;-14.41;-17.05;2.8;7.26;-0.0;6.86;1.98;34.7;35.2;74.4;74.4;571;581;IDLE;IDLE;16576.9;8305.17;8271.81;1234.6;1277.2;5316.1;20;AP ENGAGED;AT ENGAGED;0;0;-;-5.59;-2.32;6.72;3.21;-1233.00;0.51;5.61;1;1;0
XX/03/22;11:39:11;APPROACH;AIR;AIR;AIR;7967;8177.00;1013.0;4737;2054;19.00;-15.866.699;-48.147.194;228;197;163;163.50;0.342;-1513;1.02;0.02;0.01;149;-72.77;0;2.2;55121;5;-20.74;-17.27;3.0;7.47;0.2;7.03;1.80;34.8;35.2;73.6;74.4;572;582;IDLE;IDLE;16577.6;8305.52;8272.17;1240.7;1283.3;5316.1;11;AP ENGAGED;AT ENGAGED;0;0;-;-5.83;-2.07;6.78;3.27;-1233.00;0.82;5.73;1;1;0
XX/03/22;11:39:12;APPROACH;AIR;AIR;AIR;7946;8157.00;1013.0;4716;2054;19.00;-15.867.385;-48.146.431;227;197;163;163.50;0.342;-1459;1.04;0.03;0.02;148;0.00;0;2.4;55121;5;-25.66;-5.86;3.3;7.22;0.4;7.38;1.62;34.7;35.2;75.2;74.4;571;582;IDLE;IDLE;16578.3;8305.86;8272.52;1240.7;1283.3;5316.1;5;AP ENGAGED;AT ENGAGED;0;0;-;-5.44;-2.41;3.92;0.29;616.50;1.33;5.91;1;1;0
XX/03/22;11:39:13;APPROACH;AIR;AIR;AIR;7923;8134.00;1013.0;4693;2054;19.00;-15.868.072;-48.145.515;227;196;163;163.50;0.342;-1413;1.11;0.03;0.02;145;-72.77;0;2.9;55121;5;-28.48;-6.89;3.5;6.91;0.1;7.56;1.47;34.8;35.2;75.5;74.5;572;583;IDLE;IDLE;16579.0;8306.21;8272.88;1246.8;1277.2;5316.1;5;AP ENGAGED;AT ENGAGED;0;0;-;-4.99;-2.91;4.27;0.58;-1233.00;0.89;6.09;1;1;0
XX/03/22;11:39:14;APPROACH;AIR;AIR;AIR;7898;8108.00;1013.0;4668;2054;19.25;-15.868.632;-48.144.600;226;196;163;163.50;0.342;-1422;1.15;0.03;0.03;142;-180.0;0;3.4;55121;5;-28.83;-2.10;3.5;6.70;0.0;7.73;1.27;34.7;35.2;75.5;74.4;572;582;IDLE;IDLE;16579.7;8306.56;8273.23;1240.7;1283.3;5316.1;1;AP ENGAGED;AT ENGAGED;0;0;-;-4.79;-3.21;3.04;-0.69;616.50;0.38;6.30;1;1;0
XX/03/22;11:39:15;APPROACH;AIR;AIR;AIR;7874;8085.00;1013.0;4644;2054;19.25;-15.869.166;-48.143.803;226;197;163;163.50;0.342;-1438;1.13;0.02;0.02;139;-72.77;0;3.7;55121;5;-29.53;0.15;3.2;6.59;-0.3;7.56;1.13;34.7;35.2;75.7;74.5;572;582;IDLE;IDLE;16580.4;8306.90;8273.59;1252.8;1277.2;5316.1;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.59;-3.41;2.40;-1.28;-1233.00;0.13;6.39;1;1;0
XX/03/22;11:39:16;APPROACH;AIR;AIR;AIR;7852;8063.00;1013.0;4622;2054;19.25;-15.869.700;-48.142.769;225;198;163;163.50;0.344;-1419;1.13;0.02;0.02;136;0.00;0;3.9;55121;5;-29.53;1.69;3.0;6.53;-0.2;8.09;0.95;34.7;35.0;75.7;74.4;572;583;IDLE;IDLE;16581.2;8307.25;8273.95;1246.8;1283.3;5316.1;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.50;-3.50;1.75;-1.98;616.50;0.19;6.39;1;1;0
XX/03/22;11:39:17;APPROACH;AIR;AIR;AIR;7830;8041.00;1013.0;4600;2054;19.50;-15.870.158;-48.141.853;225;196;163;163.50;0.340;-1386;1.15;0.01;0.03;133;-72.77;0;4.0;55121;5;-30.23;1.55;3.0;6.47;-0.0;7.91;0.84;34.7;35.2;75.5;74.5;572;583;IDLE;IDLE;16581.9;8307.60;8274.30;1252.8;1289.3;5316.1;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.45;-3.55;1.75;-1.86;-1233.00;-0.26;6.39;1;1;0
XX/03/22;11:39:18;APPROACH;AIR;AIR;AIR;7809;8020.00;1013.0;4579;2054;19.50;-15.870.564;-48.140.903;224;196;163;163.50;0.340;-1354;1.17;-0.00;0.03;131;-180.0;0;3.8;55121;5;-30.59;8.02;2.8;6.47;-0.1;7.03;0.70;34.7;35.2;75.5;74.5;573;583;IDLE;IDLE;16582.6;8307.94;8274.66;1240.7;1289.3;5316.1;2;AP ENGAGED;AT ENGAGED;0;0;-;-4.40;-3.60;0.00;-3.56;616.50;-0.45;6.39;1;1;0
